Product Name,Star Rating,Customer Review,Sentiment Analysis Score,Sentiment Category
"Samsung Galaxy M31s (Mirage Blue, 8GB RAM, 128GB Storage)",4.0 out of 5 stars,Best Buy with few compromise : I am using this for last 2-3 days now.This is my review after actually using this pgone in all aspects.Pros -1. Canera - Excellent camera - Good low light photography.  64 Megapixel does uts wor. Inteli Cam is just awesome.2. Display is just Superfine even in direct sunlight it works Excellent.Touch is just Excellent.3. Phone looks really cool in hands.4. Smart pop up feature is also good to have.5. UI is good.6. Speaker sound is good.7. No issues in calls - No call drips using Airtel sim.Overall its very nice experience using this phone.I researched alot before burying this phone and i am happy that i made this choice.Cons -1. Battery doesn't look like 6000 MAH it typically gives 1.5 days backup with single charge which other phone alao gives with relatively less Mah Battery.I was hoping to get little more backup2. Processor  - Could have been better3  No back cover for phone as it is hard to find in a market,5,Very Positive
"Samsung Galaxy M31s (Mirage Blue, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"hanging too slow Don't buy don't disappoint be careful. don't trust Amazon : Don't buy anyone worst product, Waste of money rs 18000. This product too much heating, display quality very low and touch screen not working, Camara is very worst like 2mp Camara, also don't trust Amazon. I have ordered credit card payment. they cancelled orders and not refunded. I have raised complaint against Amazon but no use. don't purchase in Amazon. Samsung m31s hanging even I am not installed single game",2,Negative
"Redmi Note 9 Pro (Glacier White, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",5.0 out of 5 stars,"Very nice protect super : Super camera, battery, sound amazing  very much",5,Very Positive
"Redmi Note 9 Pro (Glacier White, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",3.0 out of 5 stars,Waste of money : Camera Protrait mode Not good but 48 MP cam GoodScreen protector pre-applied very bad quality (patch on screen )Interstellar black colour awsmeTouch also not good (Need Amoled Disply)Refresh Rate Very Low around upto 30 HZSide Mounted Fingerprint Sensor Really Faster18W fast charger - 47% to 100 % Battary Charge Time 1 Hr 21 MINWaste of money,1,Very Negative
"Redmi Note 9 Pro (Glacier White, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",1.0 out of 5 stars,Looks premium but service isn't good : The phone looks very good and premium but I noticed it lags and camera isnt that good..m facing hardware issues as well..on call the other person can't hear my voice .,4,Positive
"Samsung Galaxy M31s (Mirage Blue, 8GB RAM, 128GB Storage)",5.0 out of 5 stars,"Best mid range device to leave Chinese devices.. : An excellent device would not be an enough word to describe this phone.Got it through prime and Amazon delivered it before time once again delighted with wonderful service by Amazon and the device is a masterpiece.Loaded with awesome features like 1 click camera, 6000mah battery, reverse charging, bigger and butter smooth super amoled display.Samsung has started to capture the Indian market and that ultimately allow us as customers to get rid of data stealer and spy Chinese phones.You can definitely go for this phone blindly",5,Very Positive
"Samsung Galaxy M31s (Mirage Blue, 8GB RAM, 128GB Storage)",5.0 out of 5 stars,"Best buy for the price! : Hi all,From Samsung M31s.Bought it on Amazon Prime day sale. Placed the order by 00:04 of 6th August (Day-1 of the sale) and got it very next day Noon 2pm itself. Kudos Amazon India.Grabbed it for 15,999 with a 2k coupon code and HDFC's 10% discount.But, ordered a Matte Back cover and Matte Temper glass (As it didn't come with the box and also wasn't available near me in Chennai). Delivery date is 18th to 25th Aug which is pathetic. I have to take care my SaM31s like a baby.Small review as per my knowledge -On-hand, its so good. (Earlier was using OnePlus 6) Size wise bit bigger that 1+6 (6.5"")Comparing to Nord, we have Memory card slot - no dependency.While updating the phone on first start, i felt bit heat. But later, it was fine.Charged a 100% and had an extensive usage (not a gamer). Battery lasts more than 36hrs (with Bluetooth earphone at times).Charging happened in 70-75 mins with intermediate usage in between.Earphone Jack available comparing to Nord, better than Bluetooth earphone which consumes charge and needs charge for earphones too.Settings - an ocean of settings, wonderful touch sensor and additional features for lock facilities.But, doesn't have indicator on the front face (which shows if notifications are received)No option to find app usage statistics.Audio - Its so good with clear audio in all needs.Photo - Video : Excellent quality of photos and Videos even in a 3x Zoom. Front camera is bit down.Macro Mode is giving a great pic of Close shots.Has Slowmo, Super slowmo, Hyperlapse, Panaroma.AR zone is pure magical. Different features for Front cam and Back cam.Reverse charging facility is amazing. But the box doesn't have USB - charge cable.Overall - M31s is a price worthy with sooo many options.EDIT : Corning Gorilla Glass 3 is fine,just on 10th day of my purchase, my phone fallen down with less than 1m height (slipped from hand) and display borken 💔Handle with care.",4,Positive
"Redmi 9A (Midnight Black, 3Gb Ram, 32Gb Storage)",1.0 out of 5 stars,Bad camera and made in China : Camera quality is not good. It is mentioned as 13mp but the motion of the camera is like 2mp. Phone is very slow in operation even though it is 3gb RAM . More over it is MADE IN CHINA.,4,Positive
"Redmi 9A (Midnight Black, 3Gb Ram, 32Gb Storage)",5.0 out of 5 stars,"Simply excellent. Read complete review written after my 30 days of experience : Excellent mobile for daily use @7500/-. Don't belive in negative reviews at all. If course the product parts made in China, entire assembly, software all are of India. Even this mobile have no bloat ware or Chinese apps and it's 3gb variant is excellent and black colour looks great.Camera is good at it's price range and has autofocus and AI potrait feature.Regarding battery is really huge and with normal daily usage it lasts for about 24 hrs as of my experience. With heavy usage and gaming it lasts for 7-10 hrs.Regarding gaming, since it has gaming processor helio G25 (equal to Snapdragon 625), and it's hyperdrive technology, no lag in gaming and better network connectivity makes games more aweful.Overall product is excellent at it's price range.",5,Very Positive
"Redmi 9A (Midnight Black, 3Gb Ram, 32Gb Storage)",3.0 out of 5 stars,"Poor processor basic UI also lagging : COVID 19 drastically changed everything. Looks display value for the money but performance is very low I haven't installed any single app but phone lags a lot. But in this present situation it is the best phone for online classes. Camera is good, battery is awesome. So decide your choice",3,Neutral
"Redmi 9A (Midnight Black, 3Gb Ram, 32Gb Storage)",1.0 out of 5 stars,"Compass is not working : Compass is not working, showing error as required sensor are not available,And everything is fine.",3,Neutral
"Redmi 9A (Midnight Black, 3Gb Ram, 32Gb Storage)",2.0 out of 5 stars,"Please 🙏 don't Buy. Cheap product from Mi👎 : Review after one-day full usage and 28 days of usage. OveralI I am very disappointed with this phone. 😞. I never expected such a phone from MI.  Mi is cheating people by providing low quality display. If I have any option to return this Phone 📱, definitely I will return.Pros: Battery - Battery backup is a fantastic feature of this phone. One day full use drained only 29% 😀. The phone is too lightweight ☺️ and very handy😄 Not felt any heat issue while charging and after long hours of usage. 😃. All apps behave well without any lag.😃Video streaming seems to be Good on network having average bandwidth 👍😎Cons :Camera - Camera quality is poor, both front and back camera. 😭GPU - Graphics processor PowerVR GE820 can't draw  even a single circle properly. 😠😠.High quality video & image rendering are also unsatisfactory.Processor - Mediatek Helio G25 is processor is not sufficient for this phone. 😥. Not feeling the benefits of 2GHz clock speed.Display - Size of the display is quite good 👍But it has only 267 PPI. Even Redmi 4A (released in Nov 2016) has 296 PPI. 😠Display quality is too poor. 😫 Very cheap quality display.Ignorable Missing features -  No fingerprint sensor. 🥺  No led in front of the display.😰Major Missing features -  No gorilla glass protection 😥If you planning to buy a phone within a low budget you can choose the next segment of phones with HelioG35 or above🤗 with atleast above 290 PPI.Considering all factors, this is only a budget phone.",2,Negative
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"HONEST M31s. HONEST PERFORMANCE. HONEST PRICE. : Honest review for a Honest Samsung phone. I am writing this review after using M31s for more than half month. And my verdict based on truly improved Samsung M series with my experience & tested after usage only.BUILD QUALITY. Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. My hand is small but still I found 6.5 inches display is good to handle as it is well managed for one hand use also.DISPLAY & FINGERPRINT.With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M31s feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.BATTERY.Main benefit of this midrange M series is it's maasive 6000mAh battery which gave me enough juice for nearly 3 days continuously. Tested.CAMERA.This time M series did a honest job by giving us a INTELLI camera of 64 mwgapixel with Single Take feature. Samsung gives what it advertises. Which made me to stick to Samsung brand. My usage of Camera is high & I found no complaints at all in focusing a shoot. Good color saturated. Well bright night shots. Macro shots r OSM. The depth & clarity of 64 megapixel is more developed in this M31s model. So no complaints.PROCESSOR.After using for more than half month I must say, Exynos 9611 works wonderful liquid speed when it is combined with LPDDR4X RAM technology. I have not faced any lag in PUBG or ASPHALT-9 hight end games, in medium setting which is good for battery saving. So 2.3Ghz speed accomplished. No complaints for the budget spent.SOUND QUALITY.After using for hours I found the Speaker this time Samsung made is much improved with Bass Stereo which was missing earlier. The in-ear delivers your ear the pure Dolby Atmos with clear precision and crystal clear bass effect.Bang for the bucks go for it. Thanks Amazon for Safe delivery.",5,Very Positive
"Redmi 9A (Midnight Black, 3Gb Ram, 32Gb Storage)",5.0 out of 5 stars,Nice mobile at best price : Cheap & Best phone in this range,5,Very Positive
"Redmi 9A (Midnight Black, 3Gb Ram, 32Gb Storage)",1.0 out of 5 stars,Useless phone : Redmi 9A launched useless phone everTotally waste moneySo please not buying this phone,2,Negative
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"Jack of all trades!! : Ordered on Prime day, 6th August 12 AM. Received the phone on 8th August.All aspects of the phone is on par or above the next segment.Display is gorgeous.Lookwise it doesn't feel like an M series phone.FP sensor works well although it can store only 3 fingerprints.Camera is overall good. Can't say it's a camera centric phone obviously. However it has some good outputs6000mah battery with 25W fast charging is awesome. (you get reverse charging as well).The only con i felt till now is the exclusion of a phone cover in the box. This might sound silly but I'm one of those guy's who use phone with a cover only to be on the safer side. Just because there is no cover I'm unable to use the phone as my daily driver right now.Come on Samsung. How much will a tpu cover cost for you?? 50Rs??M31s is actually A51 without on screen fp. It has better specs than A51 which retails around 8-9k than M31s which makes this phone one of a kind.The dimensions are also the same as A51. So you can use the same tempered glass but cant use A51 back cover for M31s since it should have the cutout for side mounted fp scanner.Overall a great phone. Value for money I should say. If you are not a heavy gamer this is the best choice around.Will update the review after using the phone for 2 weeks.Till then book your phone and wait for the delivery as it is back-ordered at this moment.",2,Negative
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)",1.0 out of 5 stars,"The phone got dead just after the initial setup : This is to share my horrible experience with Amazon and Samsung. The phone arrived dead and I have to make multiple calls, emails to team to get it replaced. After technician report confirming that phone is dead they now asking me to go for a refund as product is no longer in stock.",3,Neutral
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)",1.0 out of 5 stars,"Disappointed completely 😑 : Strongly recommend No..why samsung make lot advertise on m31s.really don't know wt makes new compared to other M series. 'Single take' shot option really useless.People who r looking for camera please don't buy m31s.All the modes camers pictures are 95%blur mode.perfomance of mobile is not up to expectations.When turns into selife mode really shocked IS IT HD photo or Asian paints colored WALL.REALLY SHOCKED.THIS TIME SAMSUNG DISAPPOINTED.Videos display is also not so effective. Starting of series most of them said not  a gaming mobile.really its not gaming mobile.No samsung pay Nfc,No backcase,l.Rather than spending 20k on m31s supposed to switch another model.Name it as blur mobile.THANKS",3,Neutral
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)",4.0 out of 5 stars,Strictly Satisfactory.  Definitely not a flagship experience. : Initial impression after using for one day.1. The display is Gorgeous. Feels like a high end device2. Specs say 6000 MaH battery. Power management is not up to the mark. Without using any power intensive app battery drain is quite pronounced and noticeable.  Hopefully Samsung will release a patch to fix this3.Camera: Impressive.  Good lighting conditions result in beautiful and detailed shots. Struggles a bit during the low light conditions. Overall quite ok for the price.4. Processor: Not the fastest out there  but does the job. Nothing to complain about5. Fingerprint scanner is decent.6. No back case in the box. Will take time to get new case delivered.  Case is necessary as the back panel is quite slippery7. I believe the cost should have around 17K instead of 19.5k...! But if you want a non Chinese phone then this is a good option to consider,4,Positive
"Redmi 9A (Midnight Black, 3Gb Ram, 32Gb Storage)",1.0 out of 5 stars,Very cheap product : 1. Very bad quality mobile2. Poor display quality(looks very cheap)3. Sound is very low4. Cmaera is like 2mp camera5. Performance is very slow(lag while using phone)6. Will get better mobiles with this price.7. Think 100 times before wasting your money on crap8. No pros at all,1,Very Negative
"Redmi 9A (Midnight Black, 3Gb Ram, 32Gb Storage)",5.0 out of 5 stars,"Amazing : Amazing phone with great features in under 8k, Thankyou Amazon for fast delivery.",5,Very Positive
"Redmi 9A (Midnight Black, 3Gb Ram, 32Gb Storage)",4.0 out of 5 stars,nice product : Quite goodBattery and build quality is betterBut camera and speakers are okok.,5,Very Positive
"Redmi Note 9 Pro (Aurora Blue, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",1.0 out of 5 stars,"PLZZ read this before Wasting your money. : PLZZ read this complete information before buying from AmazonThey do not refund if your product got defected.Amazon is worst in providing services so if you have any option to buy from Flipkart then go there. Don't waste your time on AmazonRegarding mobileWorst mobile i have ever seenBattery charging time is more than expected.Battery drainaing problem is thereCamera will stuck when you click pictures.Poor camera quality they said 48 mp but it's like 12mp.  If you are game lover then PLZZ try another mobile. Performance is very low.I told Amazon customer care to take this product back but they are not helping me instead they want me to go service center in covid19 situation which is in red zone. They can't provide home visit because their technician life is more important than customer. If customer get infected it's ok for them.Thanks Amazon for this service now i hate Amazon more than tiktok.Unistalling the app right now. And also recommending my friend's and relatives to not buy anything from Amazon, they are worst.",1,Very Negative
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)",1.0 out of 5 stars,"Screen blacked out in 2 days : purchased the phone on very first day, delivered by amazon on the next day - excellent serviceabout phoneused it for 2 days and then screen blacked out and phone not workingtried many things as suggested by amazon tech team but its still not workingreplacement order placed but it shows 20 days to deliver next onenever expected this quality from samsung",4,Positive
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)",4.0 out of 5 stars,Best Buy with few compromise : I am using this for last 2-3 days now.This is my review after actually using this pgone in all aspects.Pros -1. Canera - Excellent camera - Good low light photography.  64 Megapixel does uts wor. Inteli Cam is just awesome.2. Display is just Superfine even in direct sunlight it works Excellent.Touch is just Excellent.3. Phone looks really cool in hands.4. Smart pop up feature is also good to have.5. UI is good.6. Speaker sound is good.7. No issues in calls - No call drips using Airtel sim.Overall its very nice experience using this phone.I researched alot before burying this phone and i am happy that i made this choice.Cons -1. Battery doesn't look like 6000 MAH it typically gives 1.5 days backup with single charge which other phone alao gives with relatively less Mah Battery.I was hoping to get little more backup2. Processor  - Could have been better3  No back cover for phone as it is hard to find in a market,5,Very Positive
"Redmi Note 9 Pro (Aurora Blue, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",4.0 out of 5 stars,osm mobile phone : good batter backupgood cameragood mob designno any issue,3,Neutral
"Redmi Note 9 Pro (Aurora Blue, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",4.0 out of 5 stars,Superb Phn and you can go for it. : Nice product in this price... Good quality and look is aswm... Punch hole Camera and display is very attracting. Camera is also perfect and battery capacity is very high. This phone is no doubt very much good.,5,Very Positive
"Redmi Note 9 Pro (Aurora Blue, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",4.0 out of 5 stars,"Good But Not As Expected : Hi all,As I have bought redmi note 9 pro on first sale, I would like to share my review on this.I would give  you my honest experience..I will talk only about the Lacunas/cons  of this phone,1.Battery-it lasts only for 24 hrs by general use,(like phone call, YouTube, whatsup video call) without gaming, while gaming it's battery drains fastly, for charging it takes 2 hrs.2.Camera-As it is 48 MP, I personally did not find anything like 48 MP, rather samsung M30 has better quality of pics than this 48 MP, Night mode is not good enough,Its just a hipe,clarity has to be compromised,Even front camera is not good, pics get blurr by zoom. Same here samsung M30 again have gain..So camera is not as good as they told., blur and shaggy images, I have really disappointed.3.Display- kindly go for super Amoled display, if you compare FHD of redmi note 9 pro and sAmoled of samsung you will really feel the difference,4.Gaming has heating problem,battery drains fastly,5.weight is something I feel heavy, hard to use by single hand.6.sound is average,So it's my honest feedback after using it for 4 days. I really feel disappointed.( In battery, camera, display, Sound)Now other things like processor, interface,speed, design, finger print sensor are best.Thanks 👍",3,Neutral
"Redmi Note 9 Pro (Aurora Blue, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",1.0 out of 5 stars,"Faulty product delivered by Amazon : Don't go for this mobile as I face issue with network signal after 2days only and I tried call to customer care of amazone they said me it's issue with your sim card but as I ask my sim card customer care they said it's new updated sim card and and i have issue with both sim card which has different network then how both sim has issue in same time, every time costomer care give me some reason to do this that but yes in my mobile I feel it has some issue because of that it's network gone for more than hour and also it hang in between gaming and use as it has 6gb ram and good processor.",3,Neutral
"Redmi Note 9 Pro (Aurora Blue, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",5.0 out of 5 stars,Gaming beast : Beauty and the beast combination with snapdragon......,5,Very Positive
"Redmi Note 9 Pro (Aurora Blue, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",2.0 out of 5 stars,Not worthy nor upto exp from mi : Poor camera quality. Breadth too wide to grip well,3,Neutral
"Redmi Note 9 Pro (Aurora Blue, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",5.0 out of 5 stars,"Very nice protect super : Super camera, battery, sound amazing  very much",5,Very Positive
"Redmi Note 9 Pro (Aurora Blue, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",3.0 out of 5 stars,Waste of money : Camera Protrait mode Not good but 48 MP cam GoodScreen protector pre-applied very bad quality (patch on screen )Interstellar black colour awsmeTouch also not good (Need Amoled Disply)Refresh Rate Very Low around upto 30 HZSide Mounted Fingerprint Sensor Really Faster18W fast charger - 47% to 100 % Battary Charge Time 1 Hr 21 MINWaste of money,1,Very Negative
"Redmi Note 9 Pro (Aurora Blue, 4GB RAM, 64GB Storage) - Latest 8nm Snapdragon 720G & Alexa Hands-Free | 6 Months No Cost EMI",1.0 out of 5 stars,Looks premium but service isn't good : The phone looks very good and premium but I noticed it lags and camera isnt that good..m facing hardware issues as well..on call the other person can't hear my voice .,4,Positive
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)",1.0 out of 5 stars,"hanging too slow Don't buy don't disappoint be careful. don't trust Amazon : Don't buy anyone worst product, Waste of money rs 18000. This product too much heating, display quality very low and touch screen not working, Camara is very worst like 2mp Camara, also don't trust Amazon. I have ordered credit card payment. they cancelled orders and not refunded. I have raised complaint against Amazon but no use. don't purchase in Amazon. Samsung m31s hanging even I am not installed single game",2,Negative
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"Best mid range device to leave Chinese devices.. : An excellent device would not be an enough word to describe this phone.Got it through prime and Amazon delivered it before time once again delighted with wonderful service by Amazon and the device is a masterpiece.Loaded with awesome features like 1 click camera, 6000mah battery, reverse charging, bigger and butter smooth super amoled display.Samsung has started to capture the Indian market and that ultimately allow us as customers to get rid of data stealer and spy Chinese phones.You can definitely go for this phone blindly",5,Very Positive
"Samsung Galaxy M31s (Mirage Blue, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"Best buy for the price! : Hi all,From Samsung M31s.Bought it on Amazon Prime day sale. Placed the order by 00:04 of 6th August (Day-1 of the sale) and got it very next day Noon 2pm itself. Kudos Amazon India.Grabbed it for 15,999 with a 2k coupon code and HDFC's 10% discount.But, ordered a Matte Back cover and Matte Temper glass (As it didn't come with the box and also wasn't available near me in Chennai). Delivery date is 18th to 25th Aug which is pathetic. I have to take care my SaM31s like a baby.Small review as per my knowledge -On-hand, its so good. (Earlier was using OnePlus 6) Size wise bit bigger that 1+6 (6.5"")Comparing to Nord, we have Memory card slot - no dependency.While updating the phone on first start, i felt bit heat. But later, it was fine.Charged a 100% and had an extensive usage (not a gamer). Battery lasts more than 36hrs (with Bluetooth earphone at times).Charging happened in 70-75 mins with intermediate usage in between.Earphone Jack available comparing to Nord, better than Bluetooth earphone which consumes charge and needs charge for earphones too.Settings - an ocean of settings, wonderful touch sensor and additional features for lock facilities.But, doesn't have indicator on the front face (which shows if notifications are received)No option to find app usage statistics.Audio - Its so good with clear audio in all needs.Photo - Video : Excellent quality of photos and Videos even in a 3x Zoom. Front camera is bit down.Macro Mode is giving a great pic of Close shots.Has Slowmo, Super slowmo, Hyperlapse, Panaroma.AR zone is pure magical. Different features for Front cam and Back cam.Reverse charging facility is amazing. But the box doesn't have USB - charge cable.Overall - M31s is a price worthy with sooo many options.EDIT : Corning Gorilla Glass 3 is fine,just on 10th day of my purchase, my phone fallen down with less than 1m height (slipped from hand) and display borken 💔Handle with care.",4,Positive
"Redmi 9 Prime (Matte Black, 4GB RAM, 128GB Storage)- Full HD+ Display & AI Quad Camera- Extra INR 500 cashback as Amazon Pay Balance | 3 Months No Cost EMI on BFL",1.0 out of 5 stars,Scam : The sale is scam. Trying to get this phone for 3rd time in a row but everytime it shows error while adding to cart and when the screen loads it shows 100% claimed.,4,Positive
"Redmi 9 Prime (Matte Black, 4GB RAM, 128GB Storage)- Full HD+ Display & AI Quad Camera- Extra INR 500 cashback as Amazon Pay Balance | 3 Months No Cost EMI on BFL",5.0 out of 5 stars,Oscem : Best mobile at this price range,5,Very Positive
"Redmi 9 Prime (Matte Black, 4GB RAM, 128GB Storage)- Full HD+ Display & AI Quad Camera- Extra INR 500 cashback as Amazon Pay Balance | 3 Months No Cost EMI on BFL",4.0 out of 5 stars,"redmi 9 prime : good phone at this budget, but camera quality is not good.",2,Negative
"Redmi 9 Prime (Matte Black, 4GB RAM, 128GB Storage)- Full HD+ Display & AI Quad Camera- Extra INR 500 cashback as Amazon Pay Balance | 3 Months No Cost EMI on BFL",5.0 out of 5 stars,Best in class @9999 : Best budget smartphone.,5,Very Positive
"Redmi 9 Prime (Matte Black, 4GB RAM, 128GB Storage)- Full HD+ Display & AI Quad Camera- Extra INR 500 cashback as Amazon Pay Balance | 3 Months No Cost EMI on BFL",4.0 out of 5 stars,Good : Good but camera quality not good,4,Positive
"Redmi 9 Prime (Matte Black, 4GB RAM, 128GB Storage)- Full HD+ Display & AI Quad Camera- Extra INR 500 cashback as Amazon Pay Balance | 3 Months No Cost EMI on BFL",4.0 out of 5 stars,"🤔prime.. prime🤭🤭🤭ᴄʰᵃⁿᵍᵉᵈ🙄🙄 : We haven't seen the ‘Prime' branding on a Redmi smartphone in a really long time, but now Xiaomi has brought it back with the Redmi 9 Prime. Xiaomi explains that this model has been launched because its Redmi Note 9 series has become more expensive due to the GST hike and Rupee-Dollar fluctuations. The Redmi 9 Prime is priced below the Redmi Note 9 series and starts just below the Rs. 10,000 price point. Has Xiaomi gone overboard with cost-cutting, or does the Redmi 9 Prime offer you good value for money? I review the new Redmi 9 Prime to find out.At the beginning of our Redmi 9 Prime review, we stated that the smartphone is a prime contender for the best smartphone under Rs 10,000 currently in India. Redmi 9 Prime is a budget all-rounder that ticks most boxes right with its value-for-money performance package.The camera unit may not be the best but it gets the job done. The lack of night mode is a bummer though. You can pick Xiaomi’s own Redmi Note 9 (review) that gets points for its big battery, decent display and an above-average performance unitI bought it for youtube review but it changed me",2,Negative
"Redmi 9 Prime (Matte Black, 4GB RAM, 128GB Storage)- Full HD+ Display & AI Quad Camera- Extra INR 500 cashback as Amazon Pay Balance | 3 Months No Cost EMI on BFL",1.0 out of 5 stars,No to Redmi : This phone is unnecessary creating black market ...By launching the phn in flash sale 90% phone are booked by bookies and sell in open market for Rs1000-2000 extra cost. I stopped using Redmi everyone should also do so.,2,Negative
"Redmi 9 Prime (Matte Black, 4GB RAM, 128GB Storage)- Full HD+ Display & AI Quad Camera- Extra INR 500 cashback as Amazon Pay Balance | 3 Months No Cost EMI on BFL",5.0 out of 5 stars,Binod. : Binod.,2,Negative
"Redmi 9 Prime (Matte Black, 4GB RAM, 128GB Storage)- Full HD+ Display & AI Quad Camera- Extra INR 500 cashback as Amazon Pay Balance | 3 Months No Cost EMI on BFL",1.0 out of 5 stars,"Not a Great Phone at 12000 : At A price Point of 12000 this is definitely not a best phone because In Box Only 10W Normal charger is available2- At 12000 , How a 13 MP CAMERA IS worth?Narzo Is a better deal than this at 12000rs",5,Very Positive
"Redmi 9 Prime (Matte Black, 4GB RAM, 128GB Storage)- Full HD+ Display & AI Quad Camera- Extra INR 500 cashback as Amazon Pay Balance | 3 Months No Cost EMI on BFL",1.0 out of 5 stars,Amazon didn't gave buy now option : Total waste of time if you want to book phone. i attempt 4 sale but i couldn't book this phone because in amazon app when sale is on i didn't see buy now option so how can i book this phone,3,Neutral
"Apple iPhone 11 (128GB) - White (Includes EarPods, Power Adapter)",1.0 out of 5 stars,"Keep away from Amazon when it's Apple. : May be my first negative review about the product & Amazon both. I was much elated to receive the iPhone 11 so fast, next day of dispatch i.e. 28/09/19, but the thing I got started heating up every now and then. Contacted Applecare, just to be consoled that it's quite normal. As it continued, tried to return the product by speaking to Amazon customer support but in vain. Some body called me back to convey that only Apple will decide which one to take back. Why is then Amazon took up the sacred duty of selling such an item which they can't exchange/ have no control ? The product developed new issues like proximity sensor malfunction and last but most importantly loosing mobile network every other minute(even had two software updates). It was handed over to the Apple ASP as the return window closed on 10/10/19 (what use it was for??) and diagnosed as having issues and has further been sent to Apple repair facility at Bengaluru. So I'm here w/out my first iPhone after using it(suffering for??) just a little over 2 weeks and the CREDIT GOES TO AMAZON !! Bravo, keep it up Amazon.",1,Very Negative
"Apple iPhone 11 (128GB) - White (Includes EarPods, Power Adapter)",1.0 out of 5 stars,"Do not buy iphone or expensive product from Amazom : Please do not buy expensive product like iphone from Amazon, i had very bad exp, the charger cord was missing and had sound quality issues. Amazon initial told charger doesn't come in box and when i challenged it they asked reimburse the cord amount, but i requested a replacement, after some days they called me and informed that they dont take responsibility of missing items, and 10 day replacement policy they dont follow, you can read the email conversation attached  here where i mentioned every thing, i have the call recordings as well. At last they denied the phone replacement and even to provide the missing cord. For any damage or quality issues they said amazon is not responsible.",2,Negative
"Apple iPhone 11 (128GB) - White (Includes EarPods, Power Adapter)",5.0 out of 5 stars,Solid premium phone from Apple : Awesome Phone. Nice upgrade from iPhone 6s to iPhone 11. Love this beautiful phone.,5,Very Positive
"Apple iPhone 11 (128GB) - White (Includes EarPods, Power Adapter)",5.0 out of 5 stars,"First Time iPhone User Review :-) : The iPhone design is good and the camera quality is awesome. You can also take pictures in wide angles and the image quality is awesome.Phone got delivered at 9am on 28th September (I pre-order it on 27th September at 3am in the morning), I got my phone before the delivery date with nice and secured packaging.The overall look of the phone is premium and face unlocking is fast. I grabbed this phone with HDFC 6K Instant Discount Offer at Just 64K (128 GB Variant).Cons:1. The phone is great but if you use ""in the box"" accessories like ""EarPods with Lighting Connector"", then you might feel a little pain in your ears.2. The phone comes with 5W charger which charge your phone slowly. I recommend you to prefer using 18W charger.Well, I've never tried the iPhone before and I'm using this for the first time (Yes, I'm already using other apple products like MacBook Air & Pro).But the product is great and I'm just lovin it.",4,Positive
